FY Obligation Year,Lender_Name,Borrower_Name,Project Name,Main_Address_Line1,City,State Abbreviation,Zip_Code,Date_Loan_Closing,Loan_Amount,Total_Development_Cost,Population_Obligation,Median_Household_Income_Obligation,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Br1 Unit Average Contract Rent,Br2 Unit Average Contract Rent,Construction_Type,Project_Type
2008,BELLWETHER ENTERPRISE REAL ESTATE,"SYCAMORE HOUSE LDHA, LLC",SYCAMORE HOUSE APARTMENTS,100 SYCAMORE STREET,DURAND,MI,0,2010-05-05T05:00:00Z,1525000,6572280,3933,36563,10,22,382,512,REHAB/REPAIR,SENIOR
2020,"LUMENT REAL ESTATE CAPITAL, LLC",TANEYTOWN CROSSING LLC,TANEYTOWN CROSSING,3212 HARNEY ROAD,TANEYTOWN,MD,217870000,2020-08-27T05:00:00Z,2214000,12740156,6816,77201,4,6,704,940,NEW CONSTRUCTION,FAMILY
2005,"BONNEVILLE MORTGAGE COMPANY, LLC","TAYLOR PARK MEADOWS ASSOCIATES, AZ L P",PARK MEADOWS APARTMENTS,180 S HIGHLAND DRIVE,TAYLOR,AZ,859390000,2009-10-15T05:00:00Z,650000,5384797,3750,28569,0,12,0,370,NEW CONSTRUCTION,FAMILY
2007,"BONNEVILLE MORTGAGE COMPANY, LLC","TAYLOR PARK MEADOWS ASSOCIATES, AZ L P",PARK MEADOWS APARTMENTS,180 S HIGHLAND DRIVE,TAYLOR,AZ,859390000,2009-10-15T05:00:00Z,185000,5384797,3750,28569,0,12,0,370,NEW CONSTRUCTION,FAMILY
2020,CHURCHILL MORTGAGE INVESTMENT LLC,TAZEWELL VILLAGE OWNER LLC,TAZEWELL VILLAGE APARTMENTS,807 MAJESTIC WAY,NEW TAZEWELL,TN,378250000,2019-12-19T06:00:00Z,1710000,3817775,3307,47000,44,0,540,0,REHAB/REPAIR,SENIOR
2017,"BONNEVILLE MORTGAGE COMPANY, LLC",THE BREAKERS AT TRION L.P.,THE BREAKERS AT TRION,14780 OLD HWY 27,TRION,GA,307530000,2018-08-16T05:00:00Z,555000,11097000,1827,32913,8,60,510,612,NEW CONSTRUCTION,SENIOR
2002,KEYBANK NA,"THE CHATEAU, LP",THE CHATEAU APARTMENTS,706 LOOP RD,VIDALIA,GA,304740000,2003-02-11T06:00:00Z,380000,4820000,10491,25489,16,24,290,325,NEW CONSTRUCTION,FAMILY
2007,"LUMENT REAL ESTATE CAPITAL, LLC",THE FEDERALSBURG GARDENS LIMITED PARTNER,FEDERALSBURG GARDENS,502 GARDENS COURT,FEDERALSBURG,MD,216320000,2008-03-31T05:00:00Z,1175000,7455231,2620,32059,28,36,510,613,REHAB/REPAIR,MIXED
2009,"LUMENT REAL ESTATE CAPITAL, LLC","THE GARDENS OF ATHENS, L.P.",THE GARDENS OF ATHENS,314 N. WOOD STREET,ATHENS,TX,757510000,2010-01-19T06:00:00Z,101675,3943993,11297,35359,0,36,0,534.67,NEW CONSTRUCTION,SENIOR
2009,"LUMENT REAL ESTATE CAPITAL, LLC","THE GARDENS OF ATHENS, L.P.",THE GARDENS OF ATHENS,314 N. WOOD STREET,ATHENS,TX,757510000,2010-01-19T06:00:00Z,1455825,3943993,11297,35359,0,36,0,534.67,NEW CONSTRUCTION,SENIOR
2016,CHURCHILL MORTGAGE INVESTMENT LLC,"THE GLADES OF GREGORY-PORTLAND, LP.",GLADES OF GREGORY-PORTLAND,5000 BLOCK OF FM 2986,GREGORY,TX,783590000,2018-08-15T05:00:00Z,2100000,11094744,1907,58800,16,40,509,610,NEW CONSTRUCTION,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"THE GRANDE AT GRANITE FALLS, LLC",THE GRANDE AT GRANITE FALLS,400 GRAND ROCK WAY,ROLESVILLE,NC,275710000,2017-09-21T05:00:00Z,3004500,10025235,3786,76600,18,56,525.67,611.33,NEW CONSTRUCTION,SENIOR
2023,CHURCHILL MORTGAGE INVESTMENT LLC,"THE HAVENS AT OXFORD, LLC",THE HAVENS AT OXFORD,302-335 E. INDUSTRY DRIVE,OXFORD,NC,275650000,2022-12-20T06:00:00Z,2230000,14249502,8812,74800,36,24,701,701,REHAB/REPAIR,SENIOR
2020,CHURCHILL MORTGAGE INVESTMENT LLC,THE MEADOWS AT TROUTMAN LLC,THE MEADOWS AT TROUTMAN,126 MEADOWS PARK LOOP,TROUTMAN,NC,281660000,2020-10-08T05:00:00Z,3225000,15580230,8619,52413,16,42,558,694,NEW CONSTRUCTION,FAMILY
2022,CHURCHILL MORTGAGE INVESTMENT LLC,THE MEADOWS AT TROUTMAN LLC,THE MEADOWS AT TROUTMAN,126 MEADOWS PARK LOOP,TROUTMAN,NC,281660000,2022-11-17T06:00:00Z,1243100,15580230,8619,52413,16,42,558,694,NEW CONSTRUCTION,FAMILY
2019,BELLWETHER ENTERPRISE REAL ESTATE,THE MEADOWS INVESTORS LP,THE MEADOWS APARTMENTS,603 BRASSEY ST,LEWISTOWN,MT,594570000,2019-11-22T06:00:00Z,1755000,4123016,5901,56174,31,4,620,750,REHAB/REPAIR,SENIOR
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THE OVERLOOK VILLAGE, L.P.",OVERLOOK VILLAGE,3132 HWY 411 SOUTH,MARYVILLE,TN,378010000,2019-10-08T05:00:00Z,2280100,13180016,27465,66600,12,48,487,614,NEW CONSTRUCTION,FAMILY
2021,BELLWETHER ENTERPRISE REAL ESTATE,"THE PARK AT BLYTHEWOOD, LP",THE ARDEN,121 CREECH ROAD,BLYTHEWOOD,SC,290160000,2022-12-13T06:00:00Z,1280600,11615905,2034,68900,24,24,575,675,NEW CONSTRUCTION,SENIOR
2016,CHURCHILL MORTGAGE INVESTMENT LLC,"THE PINES AT LAKE ROAD, LLC",THE PINES AT LAKE ROAD,44 STALLION CIRCLE,HAVELOCK,NC,285320000,2018-02-15T06:00:00Z,2228000,7384777,20735,59700,0,30,0,605,REHAB/REPAIR,FAMILY
2006,USDA RURAL DEVELOPMENT,THE PINES OF EMERY LDHA LP,EMERY PINES,3927 HAWKS RIDGE DRIVE,PRUDENVILLE,MI,486510000,2007-07-02T05:00:00Z,1075000,3071569,1737,29821,0,0,0,0,NEW CONSTRUCTION,FAMILY
2020,BELLWETHER ENTERPRISE REAL ESTATE,"THE POINTE AT LAKE MURRAY, LP",THE POINTE AT LAKE MURRAY,110 BALLENTINE PARK ROAD,IRMO,SC,290630000,2020-03-11T05:00:00Z,2635000,10735000,11097,68900,0,30,0,610,NEW CONSTRUCTION,FAMILY
2007,"LUMENT REAL ESTATE CAPITAL, LLC",THE RIVERVIEW GARDENS LIMITED PARTNERSHP,RIVERVIEW GARDENS,521 HIGH ST.,DENTON,MD,216290000,2008-03-31T05:00:00Z,1782000,9366870,2960,42583,16,48,495,550,REHAB/REPAIR,MIXED
2022,"BONNEVILLE MORTGAGE COMPANY, LLC","THE SOUTH GROVE AT SEARCY, LP",THE SOUTH GROVE,504 S MAPLE STREET,SEARCY,AR,721430000,2024-03-20T05:00:00Z,400000,9420468,23660,41014,12,36,438,328,NEW CONSTRUCTION,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC","THE SPRINGS II APARTMENTS, L.P.",THE SPRINGS II APARTMENTS,325 VALLEY SPRINGS RD.,MCCALL,ID,836380000,2017-01-25T06:00:00Z,1350000,6509112,2991,51510,12,18,625,750,NEW CONSTRUCTION,FAMILY
2017,"LUMENT REAL ESTATE CAPITAL, LLC","THE VILLAGE OF BEN HILL, L.P.",VILLAGE OF BEN HILL,216 DEWEY MCGLAMRY ROAD,FITZGERALD,GA,317500000,2017-12-06T06:00:00Z,915000,9146909,9053,36200,6,24,283,326,NEW CONSTRUCTION,FAMILY
2017,"LUMENT REAL ESTATE CAPITAL, LLC","THE VILLAGE ON PARK, LP",THE VILLAGE ON PARK,W PARK ST AT UNION ROAD,HAHIRA,GA,316320000,2017-12-13T06:00:00Z,1266000,10724264,1626,41907,8,40,340,400,NEW CONSTRUCTION,FAMILY
2013,"BONNEVILLE MORTGAGE COMPANY, LLC","THE VILLAS OF SAVANNAH, LP",THE VILLAS OF SAVANNAH,170 STERLING LANE,SAVANNAH,TN,383720000,2015-06-10T05:00:00Z,783000,6445068,6982,32083,12,36,402.5,492.5,NEW CONSTRUCTION,SENIOR
2019,"LUMENT REAL ESTATE CAPITAL, LLC",THE WILLOWS NC LIMITED PARTNERSHIP,THE WILLOWS APARTMENTS,104 COVENTRY DRIVE,OXFORD,NC,275650000,2019-02-27T06:00:00Z,1329700,3682238,8752,54150,38,2,620,660,REHAB/REPAIR,SENIOR
2024,BELLWETHER ENTERPRISE REAL ESTATE,"THE WILLOWS OF ANNANDALE, LLC",THE WILLOWS OF ANNANDALE,COUNTY ROAD 5 NW AND PINTAIL DR,ANNANDALE,MN,553020000,2024-09-17T05:00:00Z,15384510,23050069,3330,28646,31,56,1416,1679,NEW CONSTRUCTION,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF ALBANY VILLAGE, LLC",ALBANY VILLAGE APARTMENTS,325 STATE HIGHWAY 6 SOUTH,ALBANY,TX,764300000,2018-11-30T06:00:00Z,1238800,4330507,1983,79868,16,24,605,655,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC",THF BASTROP OAK GROVE LLC,BASTROP OAK GROVE APTS,1910 WILSON STREET,BASTROP,TX,786020000,2018-12-20T06:00:00Z,3509000,5183292,8519,48178,12,36,870,925,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF BAYCITY VILLAGE, LLC",BAY CITY VILLAGE APARTMENTS,3301 ROYAL STREET,BAYTOWN,TX,775210000,2018-12-20T06:00:00Z,2946700,4687982,75992,49930,18,30,755,880,REHAB/REPAIR,FAMILY
2016,"BONNEVILLE MORTGAGE COMPANY, LLC","THF BRADY HOUSING, LTD.",TRAILS OF BRADY,SEC OF W 17TH STREET,BRADY,TX,768250000,2020-04-29T05:00:00Z,2350000,9915001,5528,39194,24,36,367,429,NEW CONSTRUCTION,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF BURK VILLAGE, LLC",BURK VILLAGE APARTMENTS,716 PARK STREET,BURKBURNETT,TX,763600000,2018-12-20T06:00:00Z,688000,3588533,11095,50912,20,20,550,700,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF CASTROVILLE VILLAGE, LLC",CASTROVILLE VILLAGE APTS,1410 NAPLES STREET,CASTROVILLE,TX,780090000,2018-11-30T06:00:00Z,1630800,4323582,3018,59038,8,20,695,795,REHAB/REPAIR,FAMILY
2013,"LUMENT REAL ESTATE CAPITAL, LLC","THF CHANDLER PLACE, LTD.",CHANDLER PLACE APARTMENTS,500 BLANCO AVENUE,BLANCO,TX,786060000,2013-07-29T05:00:00Z,2267700,5066221,5534,39488,12,20,457,563,NEW CONSTRUCTION,MIXED
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF ELECTRA VILLAGE, LLC",ELECTRA VILLAGE APARTMENTS,100 SOUTH PRAIRIE CIRCLE,ELECTRA,TX,763600000,2018-11-30T06:00:00Z,1144800,4899046,2722,36033,14,28,550,695,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF ELGIN MEADOWPARK, LLC",MEADOWPARK APARTMENTS,401 N TEXAS 95,ELGIN,TX,786020000,2018-12-20T06:00:00Z,1691100,2927366,9323,42869,8,20,860,915,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC",THF EVANT TOM SAWYER LLC,TOM SAWYER PLACE APTS,411 TOM SAWYER STREET,EVANT,TX,765250000,2018-12-20T06:00:00Z,719500,1759097,406,39063,0,8,0,630,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF HONDO BRIAN PLACE, LLC",BRIAN PLACE APARTMENTS,231 STAGE COACH DRIVE,HONDO,TX,788610000,2018-12-20T06:00:00Z,2144400,4122509,9276,46638,8,12,720,820,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC",THF HONDO GARDENS LLC,HONDO GARDENS,1110 BROADWAY STREET,MARBLE FALLS,TX,786540000,2018-12-20T06:00:00Z,1045800,2843721,9276,46638,28,4,685,790,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF LAMPASAS GARDENS, LLC",LAMPASAS GARDENS APTS,1311 CENTRAL TEXAS EXPRESSWAY,LAMPASAS,TX,765500000,2018-12-20T06:00:00Z,440000,2600161,7722,39076,4,20,535,625,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF LANTANA APARTMENTS, LLC",LANTANA APARTMENTS,2200 NORTH ADAMS STREET,BEEVILLE,TX,781020000,2018-12-20T06:00:00Z,2745300,7880538,13250,37906,40,52,555,666,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC",THF PFLUGERVILLE MEADOWS LLC,PFLUGERVILLE MEADOW APTS,201 MEADOW LANE,PFLUGERVILLE,TX,786600000,2018-11-30T06:00:00Z,1212600,2803736,59245,77899,4,16,895,1015,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","THF ROUND ROCK OAK GROVE, LLC",ROUND ROCK OAK GROVE APARTMENT,900 WESTWOOD DRIVE,ROUND ROCK,TX,786810000,2018-11-30T06:00:00Z,1477300,3234153,120892,74087,4,20,855,965,REHAB/REPAIR,FAMILY
2023,"BONNEVILLE MORTGAGE COMPANY, LLC","THOMPSON MANOR, LLC",SCHOOL HOUSE MANOR,1 N PEARL ST.,OAKFIELD,NY,141250000,2023-06-16T05:00:00Z,500000,12334429,1718,79400,35,0,644,0,REHAB/REPAIR,FAMILY
2021,WEST VIRGINIA HOUSING DEVELOPMENT FUND,THURSTON LANDING II LP,THURSTON LANDING II,3218 KANAWHA TERRACE,ST. ALBANS,WV,251770000,2023-09-22T05:00:00Z,946000,7648717,11044,55700,10,22,360,575,NEW CONSTRUCTION,MIXED
2020,WEST VIRGINIA HOUSING DEVELOPMENT FUND,"THURSTON LANDING, LP",THURSTON LANDING,3218 KANAWHA TERRACE,SAINT ALBANS,WV,430170000,2022-11-22T06:00:00Z,1032000,7510380,10553,65500,10,20,500,700,NEW CONSTRUCTION,MIXED
2007,"PNC BANK, N.A.","TIBBITS GREENE, LLC",TIBBITS GREENE APARTMENTS,124 NORTHSHORE DRIVE,COLDWATER,MI,490360000,2007-05-30T05:00:00Z,865000,3264996,12697,41107,4,12,385,505,NEW CONSTRUCTION,SENIOR
2009,BELLWETHER ENTERPRISE REAL ESTATE,TIFTON ESTATES LP,TIFTON ESTATES,1510 COLEY ST,TIFTON,GA,317940000,2009-07-09T05:00:00Z,775000,6417906,15060,38422,0,0,0,0,NEW CONSTRUCTION,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,TIMBERLAND PARK VA LLC,TIMBERLAND PARK,OLD LYNCHBURG ROAD,CHARLOTTESVILLE,VA,229030000,2019-10-09T05:00:00Z,6866000,13739936,3765,49927,0,24,0,780,NEW CONSTRUCTION,FAMILY
2007,"BONNEVILLE MORTGAGE COMPANY, LLC",TIMBERSTONE APARTMENTS II LLLP,TIMBERSTONE APARTMENTS II,200 WEST COOLEY,SHOW LOW,AZ,859010000,2009-07-06T05:00:00Z,983000,8177441,7695,32356,0,32,0,458.79,NEW CONSTRUCTION,FAMILY
2006,"BONNEVILLE MORTGAGE COMPANY, LLC",TIMBERSTONE APARTMENTS LLLP,TIMBERSTONE APARTMENTS,100 WEST COOLEY,SHOW LOW,AZ,859010000,2008-09-29T05:00:00Z,1065000,9415328,7695,32356,0,48,0,456.91,NEW CONSTRUCTION,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC","TISHCO COLLEGE VIEW TOWERS, LP",COLLEGE VIEW APARTMENTS,301 SOUTH BROAD STREET,GROVE CITY,PA,161270000,2015-10-15T05:00:00Z,3500000,11425994,8322,53400,103,0,565,0,REHAB/REPAIR,SENIOR
2007,"BONNEVILLE MORTGAGE COMPANY, LLC","TIVOLI HEIGHTS II, LLC",TIVOLI HEIGHTS VILLAGE-PHS II,3180 HARRISON STREET,KINGMAN,AZ,864013603,2012-09-13T05:00:00Z,1254972,7549381,20069,34086,8,20,398,536,NEW CONSTRUCTION,SENIOR
2006,"BONNEVILLE MORTGAGE COMPANY, LLC","TIVOLI HEIGHTS VILLAGE HOUSING, LP",TIVOLI HEIGHTS VILLAGE HOUSING,SEC OF HARRISON STREET &,KINGMAN,AZ,864040000,2012-09-18T05:00:00Z,1018000,7658907,25680,37053,14,14,442,531,NEW CONSTRUCTION,FAMILY
2005,"PNC BANK, N.A.","TLG GEORGIA I, LLC",LAKEVIEW TOWNHOMES,136 N 10TH STREET,LYONS,GA,304360000,2020-01-01T06:00:00Z,"510,254.66",7234603,4169,21202,10,34,274,336,NEW CONSTRUCTION,FAMILY
2005,"PNC BANK, N.A.","TLG GEORGIA II, LLC",TORI PINES,635 FERNCREST DRIVE,SANDERSVILLE,GA,304360000,2020-01-01T06:00:00Z,"424,445.79",6515965,6144,27201,6,32,228,342,NEW CONSTRUCTION,FAMILY
2021,GREYSTONE SERVICING COMPANY LLC,"TOPEKA TRACE, LLC",TOPEKA TRACE APARTMENTS,325 NORTH STREET,TOPEKA,IN,465710000,2021-05-12T05:00:00Z,917000,2768317,3465,67700,8,16,560,675,REHAB/REPAIR,FAMILY
2016,MERCHANTS CAPITAL CORP.,"TOWN CENTRE APARTMENTS, LLC",TOWN CENTRE APARTMENTS,259-C TOWN CENTRE DRIVE,LOCUST,NC,280970000,2016-09-22T05:00:00Z,1769900,7295022,2930,59000,0,36,0,686,NEW CONSTRUCTION,FAMILY
2020,CHURCHILL MORTGAGE INVESTMENT LLC,"TOWN OAK, LLC, LLC",TOWN OAK XIV APARTMENTS,105 W. MURRAY ST,STRATFORD,OK,748720000,2020-10-14T05:00:00Z,788000,2275049,1534,31758,6,15,675,720,REHAB/REPAIR,FAMILY
2018,BELLWETHER ENTERPRISE REAL ESTATE,TOWNE CREEK CROSSING LIMITED PARTNERSHIP,TOWNE CREEK CROSSING,13160 SERVICE RD,WALTON,KY,410940000,2018-04-06T05:00:00Z,1500000,8792556,3947,74750,6,24,605,725,NEW CONSTRUCTION,FAMILY
2005,WEST VIRGINIA HOUSING DEVELOPMENT FUND,TRACE RIDGE LIMITED PARTNERSHIP,TRACE RIDGE APARTMENTS,800 LORETTA LANE,SOUTH CHARLESTON,WV,253090000,2005-11-08T06:00:00Z,1275000,2942650,13390,53900,24,24,450,500,NEW CONSTRUCTION,SENIOR
2005,"PNC BANK, N.A.","TRALEE AVON, LLC",THE PALMS AT LAKE TULANE,1033 WEST HAL MCRAE BLVD,AVON PARK,FL,338250000,2021-10-08T05:00:00Z,"1,596,981.22",8558513,8542,46100,12,37,344,419,NEW CONSTRUCTION,FAMILY
2022,CHURCHILL MORTGAGE INVESTMENT LLC,"TRANQUILITY MILTON, LLC",TRANQUILITY AT MILTON,TBD LAMBERT LANE,MILTON,FL,325700000,2022-09-28T05:00:00Z,4400000,20805307,9771,79500,0,36,0,643,NEW CONSTRUCTION,FAMILY
2010,"LUMENT REAL ESTATE CAPITAL, LLC",TRAVERSE WOODS APTS-PETOSKEY LDHA LP,TRAVERSE WOODS APARTMENTS,201 LAFAYETTE AVENUE,PETOSKEY,MI,497700000,2010-04-09T05:00:00Z,1167000,6548549,6000,47321,64,64,528,553,REHAB/REPAIR,FAMILY
2003,"PNC BANK, N.A.","TREMONT GREENE, LLC",TREMONT GREENE,145 DALLAS STREET,TIFFIN,OH,448850000,2005-06-03T05:00:00Z,1067000,3795902,18135,24215,4,20,420,490,NEW CONSTRUCTION,FAMILY
2020,MERCHANTS CAPITAL CORP.,"TROLLEY STATION TERRACE, LLC",TROLLEY STATION TERRACE,1535 MAIN STREET,MARINETTE,WI,541430000,2020-08-28T05:00:00Z,1800000,10194771,10926,47385,13,25,554,700.2,NEW CONSTRUCTION,FAMILY
2005,"PNC BANK, N.A.","TROON CROSSING, LLC",TROON CROSSING,601 TROON CROSSING CIRCLE,ZANESVILLE,OH,437010000,2005-10-31T06:00:00Z,2350000,10309429,127,35000,0,4,0,560,NEW CONSTRUCTION,FAMILY
2021,"BONNEVILLE MORTGAGE COMPANY, LLC",TRUCKEE SENIOR 2019 LIMITED PARTNERSHIP,TRUCKEE-DONNER SENIOR APTS,10040 ESTATES DRIVE,TRUCKEE,CA,961610000,2020-12-30T06:00:00Z,1666158,10258598,16180,63240,54,6,668,624,REHAB/REPAIR,SENIOR
2009,"BONNEVILLE MORTGAGE COMPANY, LLC","TSHA ASSOCIATS, A CA LIMITED PARTNERSHIP",SERENITY HILLS FAMILY APARTMEN,50 1ST STREET,TEMPLETON,CA,934650000,2009-09-23T05:00:00Z,2803313,12967050,4687,42428,0,21,0,398,NEW CONSTRUCTION,FAMILY
2012,BELLWETHER ENTERPRISE REAL ESTATE,TUCKER MANOR I LIMITED PARTNERSHIP,TUCKER MANOR APARTMENTS,103 CHESTNUT ST.,PARSONS,WV,262870000,2012-12-14T06:00:00Z,750000,2388398,1485,45400,30,0,560,0,REHAB/REPAIR,SENIOR
2018,CHURCHILL MORTGAGE INVESTMENT LLC,"TUNICA BOND TC, LP",COTTONLAND VILLAGE APARTMENTS,1655 BEATLINE ROAD,TUNICA,MS,386760000,2018-08-15T05:00:00Z,2950000,7486443,1030,44559,24,42,490,630,REHAB/REPAIR,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC","TUOLUMNE ROAD PARTNERS, LP",TUOLUMNE APARTMENTS,18400 TUOLUMNE ROAD,TUOLUMNE,CA,932749661,2017-02-28T06:00:00Z,1785984,7124265,1779,48426,24,28,294,363,REHAB/REPAIR,FAMILY
2004,CENTENNIAL MORTGAGE INC,"TUPELO PCH, LLC",MAGNOLIA MANOR AT TUPELO,1514 COUNTY ROAD 41,TUPELO,MS,388010000,2004-10-19T05:00:00Z,5310450,6056440,79100,49100,80,10,650,650,NEW CONSTRUCTION,SENIOR
2016,BELLWETHER ENTERPRISE REAL ESTATE,"TWIN LAKES OF LEESVILLE, LP",TWIN LAKES OF LEESVILLE,213 BLACKBURN AVENUE,LEESVILE,LA,714460000,2018-07-12T05:00:00Z,3465000,20770583,6612,54800,72,72,393,522,REHAB/REPAIR,MIXED
2021,BELLWETHER ENTERPRISE REAL ESTATE,TWIN OAKS COMMONS LLC,TWINS OAKS COMMONS,158 TWIN OAKS DR.,LUDOWICI,GA,313160000,2023-02-08T06:00:00Z,790000,6163600,1703,59100,12,20,430,530,REHAB/REPAIR,FAMILY
2019,BELLWETHER ENTERPRISE REAL ESTATE,TX INDIAN LAKES APARTMENTS LP,HENDERSON 1575,1575 HENDERSON RD,LOS FRESNOS,TX,785660000,2019-08-27T05:00:00Z,5283000,14053769,5542,37060,24,20,534,637.25,NEW CONSTRUCTION,FAMILY
2020,"LUMENT REAL ESTATE CAPITAL, LLC","TX KENNEDY APARTMENTS, LTD.",EMMA FINKE VILLAS,1101 EAST KENNEDY STREET,BEEVILLE,TX,781020000,2020-05-28T05:00:00Z,1622100,7294584,13101,46000,68,8,434,504,REHAB/REPAIR,SENIOR
2005,WEST VIRGINIA HOUSING DEVELOPMENT FUND,TYLERS HEIGHTS LIMITED PARTNERSHIP,TYLER HEIGHTS APARTMENTS,100 TYLER RIDGE ROAD,CROSS LANES,WV,253130000,2005-11-08T06:00:00Z,1225000,2671680,10343,53900,8,24,393,476,NEW CONSTRUCTION,FAMILY
2004,"PNC BANK, N.A.","UKIAH SUMMERCREEK ASSOCIATES, L.P.",SUMMERCREEK VILLAGE,755 VILLAGE CIRCLE,UKIAH,CA,954820000,2004-10-21T05:00:00Z,1950000,9842593,15497,39524,0,24,0,574,NEW CONSTRUCTION,FAMILY
2011,"BONNEVILLE MORTGAGE COMPANY, LLC",UNION II ELDERLY HOUSING LTD,BRITTANY MANOR APARTMENTS,296 MEANSVILLE RD,UNION,SC,293760000,2012-11-28T06:00:00Z,424251,8554251,8793,31441,20,58,485,520,REHAB/REPAIR,SENIOR
2020,MERCHANTS CAPITAL CORP.,UWHARRIE TRAIL  LLC,UWHARRIE TRAIL,1927 HILCO STREET,ALBERMARLE,NC,280010000,2020-01-14T06:00:00Z,1079816,11442979,16004,55000,44,36,428.33,541.67,NEW CONSTRUCTION,SENIOR
2021,GREYSTONE SERVICING COMPANY LLC,"VALLEY VIEW APARTMENTS, LLC",VALLEY VIEW APARTMENTS,120 W. 5TH STREET,HARTFORD CITY,IN,473480000,2021-05-12T05:00:00Z,2640000,4214359,6220,55000,8,40,666,749,REHAB/REPAIR,FAMILY
2006,"LUMENT REAL ESTATE CAPITAL, LLC",VALLEY VIEW II/PRESCOTT VALLEY LP,VALLEY VIEW II APARTMENTS,3701 N WINDSONG DRIVE,PRESCOTT VALLEY,AZ,863140000,2008-02-28T06:00:00Z,940000,8504000,23535,46401,15,25,338,457,NEW CONSTRUCTION,FAMILY
2006,"LUMENT REAL ESTATE CAPITAL, LLC",VALLEY VIEW III/PRESCOTT VALLEY LP,VALLEY VIEW III,3883 N. WINDSONG DRIVE,PRESCOTT VALLEY,AZ,863140000,2008-09-30T05:00:00Z,1500000,10926269,23500,46400,16,24,402,472,NEW CONSTRUCTION,FAMILY
2005,WEST VIRGINIA HOUSING DEVELOPMENT FUND,"VALLEY VILLAGE APARTMENTS, LLC",VALLEY VILLAGE APARTMENTS,218 WARD ROAD,ELKINS,WV,262410000,2007-06-05T05:00:00Z,1300000,3109680,7032,40600,24,24,330,430,NEW CONSTRUCTION,SENIOR
2017,BELLWETHER ENTERPRISE REAL ESTATE,"VANSANT COMMONS, LP",VANSANT COMMONS,2626 SHYVILLE ROAD,PIKETON,OH,456610000,2019-05-02T05:00:00Z,1500001,10536360,2146,21290,4,55,350,414,REHAB/REPAIR,FAMILY
2004,"PNC BANK, N.A.","VERBENA HOUSING ASSOCIATES, A CA L.P.",ARROYO DE PAZ APARTMENTS,66765 TWO BUNCH PALMS TRAIL,DESERT HOT SPRINGS,CA,922400000,2007-03-30T05:00:00Z,1300000,11476058,16582,25987,12,16,442,442,NEW CONSTRUCTION,FAMILY
2022,CHURCHILL MORTGAGE INVESTMENT LLC,"VERNON PIONEER CROSSING, LLC",VERNON PIONEER CROSSING,1916 STADIUM DRIVE,VERNON,TX,763840000,2022-09-27T05:00:00Z,3000000,11980311,10078,61000,32,32,816.2,978.6,NEW CONSTRUCTION,SENIOR
2014,CHURCHILL MORTGAGE INVESTMENT LLC,"VIENNA FAIRFIELD PHASE I, LP",FAIRFIELD APARTMENTS I & II,400 SOUTH 7TH STREET,VIENNA,GA,310920000,2014-12-10T06:00:00Z,1791000,4033100,4011,42100,44,4,600,625,REHAB/REPAIR,SENIOR
2010,"BONNEVILLE MORTGAGE COMPANY, LLC",VIEW POINT/PRESCOTT VALLEY LP,VIEW POINT SENIOR COMMUNITY,3845 NORTH VIEW POINT DRIVE,PRESCOTT VALLEY,AZ,863140000,2010-12-08T06:00:00Z,800000,10052238,23500,53800,28,22,365,445,NEW CONSTRUCTION,SENIOR
2010,"BONNEVILLE MORTGAGE COMPANY, LLC",VILLA CANON LLC,VILLA CANON APARTMENTS,2400 E. MAIN STREET,CANON,CO,812120000,2010-12-29T06:00:00Z,1214775,3154775,15431,34150,56,0,497,0,REHAB/REPAIR,SENIOR
